"","site","studySub","studyName","subSiteID","Scale","date.no","even","temp_n","duration","initialEven","Sys","Taxon","Trophic","Prediction","Lat","Long","Climate","Protection","area","year0","initialYr","year0Z","initialYrZ","durationZ"
"3268","MOHK","SBCalg","SBC","SBCalg_MOHK_R","alpha",38564,0.895802686,12,11.01,0.837916239,"hardBottom","algae",1,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,47.58,39.58,19.58,11.58,-16.99
"3265","MOHK","SBCalg","SBC","SBCalg_MOHK_R","alpha",38929,0.796368767,12,11.01,0.837916239,"hardBottom","algae",1,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,48.58,39.58,20.58,11.58,-16.99
"3262","MOHK","SBCalg","SBC","SBCalg_MOHK_R","alpha",39294,0.735203393,12,11.01,0.837916239,"hardBottom","algae",1,"none",34.3940708,-119.72957,"subtropical","2_unprotected",40,49.58,39.58,21.58,11.58,-16.99
"3539","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",35642,0.721807008,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,39.58,38.58,11.58,10.58,-15.99
"3432","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",36007,0.809589152,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,40.58,38.58,12.58,10.58,-15.99
"3538","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",36372,0.796369793,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,41.58,38.58,13.58,10.58,-15.99
"3550","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",36738,0.793036037,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,42.58,38.58,14.58,10.58,-15.99
"3423","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",37103,0.751020513,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,43.58,38.58,15.58,10.58,-15.99
"3546","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",37833,0.764155539,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,45.58,38.58,17.58,10.58,-15.99
"3547","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",38199,0.743349115,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,46.58,38.58,18.58,10.58,-15.99
"3434","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",38564,0.739509416,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,47.58,38.58,19.58,10.58,-15.99
"3540","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",38929,0.784566058,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,48.58,38.58,20.58,10.58,-15.99
"3424","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",39294,0.742400791,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,49.58,38.58,21.58,10.58,-15.99
"3548","NAPL","SBCalg","SBC","SBCalg_NAPL_R","alpha",39660,0.719445713,13,12.01,NA,"hardBottom","algae",1,"none",34.4221216,-119.95154,"subtropical","2_unprotected",40,50.58,38.58,22.58,10.58,-15.99
"4729","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",36738,0.753632699,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,42.58,42.58,14.58,14.58,-19.99
"4701","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",37103,0.780198261,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,43.58,42.58,15.58,14.58,-19.99
"4699","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",37468,0.775322481,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,44.58,42.58,16.58,14.58,-19.99
"4700","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",37833,0.629832334,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,45.58,42.58,17.58,14.58,-19.99
"4696","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",38199,0.750640793,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,46.58,42.58,18.58,14.58,-19.99
"4698","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",38564,0.798340288,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,47.58,42.58,19.58,14.58,-19.99
"4724","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",38929,0.681976294,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,48.58,42.58,20.58,14.58,-19.99
"4695","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",39294,0.768373813,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,49.58,42.58,21.58,14.58,-19.99
"4694","SCDI","SBCalg","SBC","SBCalg_SCDI_R","alpha",39660,0.825316304,9,8.01,0.753632699,"hardBottom","algae",1,"none",34.05865,-119.75763,"subtropical","2_unprotected",40,50.58,42.58,22.58,14.58,-19.99
"4776","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",36738,0.747388785,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,42.58,42.58,14.58,14.58,-19.99
"4778","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",37103,0.722431736,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,43.58,42.58,15.58,14.58,-19.99
"4774","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",37468,0.678211878,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,44.58,42.58,16.58,14.58,-19.99
"4779","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",37833,0.677332983,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,45.58,42.58,17.58,14.58,-19.99
"4777","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",38199,0.748178278,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,46.58,42.58,18.58,14.58,-19.99
"4773","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",38564,0.778769726,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,47.58,42.58,19.58,14.58,-19.99
"4775","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",38929,0.770029386,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,48.58,42.58,20.58,14.58,-19.99
"4772","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",39294,0.756540215,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,49.58,42.58,21.58,14.58,-19.99
"4771","SCTW","SBCalg","SBC","SBCalg_SCTW_R","alpha",39660,0.821323567,9,8.01,0.747388785,"hardBottom","algae",1,"none",34.0444335,-119.71513,"subtropical","2_unprotected",40,50.58,42.58,22.58,14.58,-19.99
"44","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",35642,0.894873942,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"40","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",36007,0.819586511,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,40.58,39.58,12.58,11.58,-16.99
"45","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",36372,0.728353179,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,41.58,39.58,13.58,11.58,-16.99
"37","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",37103,0.761871901,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,43.58,39.58,15.58,11.58,-16.99
"43","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",37468,0.635148529,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"41","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",37833,0.862584277,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"46","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",38199,0.491615472,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,46.58,39.58,18.58,11.58,-16.99
"38","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",38929,0.674152898,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,48.58,39.58,20.58,11.58,-16.99
"42","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",39294,0.678966367,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"39","ABUR","SBCfish","SBC","SBCfish_ABUR_R","alpha",39660,0.58255482,12,11.01,0.894873942,"hardBottom","fish",3,"none",34.400275,-119.7445915,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"205","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",35642,0.841999159,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"320","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",36007,0.616397099,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,40.58,39.58,12.58,11.58,-16.99
"319","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",36738,0.951000671,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,42.58,39.58,14.58,11.58,-16.99
"318","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",37103,0.408830687,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,43.58,39.58,15.58,11.58,-16.99
"324","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",37468,0.353460394,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"317","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",37833,0.464634838,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"285","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",38199,0.62866384,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,46.58,39.58,18.58,11.58,-16.99
"316","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",38564,0.599595633,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,47.58,39.58,19.58,11.58,-16.99
"323","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",38929,0.475197715,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,48.58,39.58,20.58,11.58,-16.99
"322","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",39294,0.590708117,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"286","AHND","SBCfish","SBC","SBCfish_AHND_R","alpha",39660,0.56198968,12,11.01,0.841999159,"hardBottom","fish",3,"none",34.471817,-120.1426165,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"476","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",35642,0.803815618,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"539","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",36372,0.666504526,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,41.58,39.58,13.58,11.58,-16.99
"482","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",36738,0.77730362,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,42.58,39.58,14.58,11.58,-16.99
"477","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",37468,0.838177618,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"479","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",37833,0.73502353,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"483","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",38199,0.737641817,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,46.58,39.58,18.58,11.58,-16.99
"481","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",38564,0.741899683,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,47.58,39.58,19.58,11.58,-16.99
"480","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",38929,0.741227653,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,48.58,39.58,20.58,11.58,-16.99
"484","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",39294,0.712719055,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"478","AQUE","SBCfish","SBC","SBCfish_AQUE_R","alpha",39660,0.80838606,12,11.01,0.803815618,"hardBottom","fish",3,"none",34.46774988,-120.11905,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"1071","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",35277,0.796862832,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,38.58,38.58,10.58,10.58,-15.99
"1070","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",35642,0.871512102,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,39.58,38.58,11.58,10.58,-15.99
"1069","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",36007,0.500672646,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,40.58,38.58,12.58,10.58,-15.99
"1066","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",36738,0.930369765,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,42.58,38.58,14.58,10.58,-15.99
"1065","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",37103,0.925796923,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,43.58,38.58,15.58,10.58,-15.99
"1068","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",37468,0.850322586,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,44.58,38.58,16.58,10.58,-15.99
"1063","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",37833,0.929303379,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,45.58,38.58,17.58,10.58,-15.99
"1153","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",38199,0.907019447,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,46.58,38.58,18.58,10.58,-15.99
"1064","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",38564,0.832878442,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,47.58,38.58,19.58,10.58,-15.99
"1067","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",38929,0.821046264,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,48.58,38.58,20.58,10.58,-15.99
"1155","BULL","SBCfish","SBC","SBCfish_BULL_R","alpha",39660,0.603759375,13,12.01,0.796862832,"hardBottom","fish",3,"none",34.45850533,-120.33349,"subtropical","2_unprotected",80,50.58,38.58,22.58,10.58,-15.99
"1450","CARP","SBCfish","SBC","SBCfish_CARP_R","alpha",37468,0.858982459,13,12.01,NA,"hardBottom","fish",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,44.58,38.58,16.58,10.58,-15.99
"1326","CARP","SBCfish","SBC","SBCfish_CARP_R","alpha",37833,0.903564242,13,12.01,NA,"hardBottom","fish",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,45.58,38.58,17.58,10.58,-15.99
"1430","CARP","SBCfish","SBC","SBCfish_CARP_R","alpha",38199,0.82438796,13,12.01,NA,"hardBottom","fish",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,46.58,38.58,18.58,10.58,-15.99
"1431","CARP","SBCfish","SBC","SBCfish_CARP_R","alpha",38929,0.831441231,13,12.01,NA,"hardBottom","fish",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,48.58,38.58,20.58,10.58,-15.99
"1411","CARP","SBCfish","SBC","SBCfish_CARP_R","alpha",39294,0.824383394,13,12.01,NA,"hardBottom","fish",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,49.58,38.58,21.58,10.58,-15.99
"1414","CARP","SBCfish","SBC","SBCfish_CARP_R","alpha",39660,0.883857154,13,12.01,NA,"hardBottom","fish",3,"none",34.3916319,-119.5416933,"subtropical","2_unprotected",80,50.58,38.58,22.58,10.58,-15.99
"2190","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",35642,0.839041207,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"2195","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",36007,0.834801535,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,40.58,39.58,12.58,11.58,-16.99
"2194","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",37468,0.867482406,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"2197","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",37833,0.913313807,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"2198","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",38199,0.540709819,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,46.58,39.58,18.58,11.58,-16.99
"2200","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",38564,0.848032584,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,47.58,39.58,19.58,11.58,-16.99
"2199","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",38929,0.94700482,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,48.58,39.58,20.58,11.58,-16.99
"2192","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",39294,0.318856099,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"2225","GOLB","SBCfish","SBC","SBCfish_GOLB_R","alpha",39660,0.947390496,12,11.01,0.839041207,"hardBottom","fish",3,"none",34.4137165,-119.9221,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"2671","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",35642,0.86860662,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"2672","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",36007,1,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,40.58,39.58,12.58,11.58,-16.99
"2582","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",36372,0.870554795,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,41.58,39.58,13.58,11.58,-16.99
"2669","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",37103,0.871639026,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,43.58,39.58,15.58,11.58,-16.99
"2583","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",37468,0.929040531,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"2668","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",37833,0.978623533,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"2670","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",38564,0.828386263,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,47.58,39.58,19.58,11.58,-16.99
"2667","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",39294,0.842029121,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"2663","IVEE","SBCfish","SBC","SBCfish_IVEE_R","alpha",39660,0.738906763,12,11.01,0.86860662,"hardBottom","fish",3,"none",34.402783,-119.85755,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"3290","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",35642,0.87721021,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,39.58,39.58,11.58,11.58,-16.99
"3282","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",36007,0.625238947,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,40.58,39.58,12.58,11.58,-16.99
"3284","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",36372,0.774042372,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,41.58,39.58,13.58,11.58,-16.99
"3350","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",36738,0.56758937,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,42.58,39.58,14.58,11.58,-16.99
"3292","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",37103,0.483057595,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,43.58,39.58,15.58,11.58,-16.99
"3291","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",37468,0.508968556,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,44.58,39.58,16.58,11.58,-16.99
"3286","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",37833,0.311145979,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,45.58,39.58,17.58,11.58,-16.99
"3248","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",38199,0.546004548,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,46.58,39.58,18.58,11.58,-16.99
"3285","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",38564,0.906109609,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,47.58,39.58,19.58,11.58,-16.99
"3283","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",38929,0.520384647,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,48.58,39.58,20.58,11.58,-16.99
"3287","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",39294,0.51971887,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,49.58,39.58,21.58,11.58,-16.99
"3249","MOHK","SBCfish","SBC","SBCfish_MOHK_R","alpha",39660,0.792699742,12,11.01,0.87721021,"hardBottom","fish",3,"none",34.3940708,-119.72957,"subtropical","2_unprotected",80,50.58,39.58,22.58,11.58,-16.99
"3557","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",36007,0.691630672,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,40.58,38.58,12.58,10.58,-15.99
"3533","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",36372,0.711551085,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,41.58,38.58,13.58,10.58,-15.99
"3532","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",36738,0.758350863,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,42.58,38.58,14.58,10.58,-15.99
"3535","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",37103,0.840120137,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,43.58,38.58,15.58,10.58,-15.99
"3448","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",37468,0.764573565,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,44.58,38.58,16.58,10.58,-15.99
"3537","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",37833,0.741900257,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,45.58,38.58,17.58,10.58,-15.99
"3498","NAPL","SBCfish","SBC","SBCfish_NAPL_R","alpha",38199,0.801123343,13,12.01,NA,"hardBottom","fish",3,"none",34.4221216,-119.95154,"subtropical","2_unprotected",80,46.58,38.58,18.58,10.58,-15.99
