"","site","studySub","studyName","subSiteID","sppCode","Scale","dateR","rich","div","abund","temp_n","initialDateR","finalDateR","initialRich","initialDiv","initalAbund","duration","PubGrayRaw","Peer","Sys","Taxon","Trophic","alphaSQM","AbundType","AbundUnitsOrig","AbundYes","Event","Event1","Event2","Driver","Prediction","Lat","Long","nSiteReps","Climate","Protection","event1R","event2R","abundFinal","slKM","gammaSQM","richLN","initialRichLN","year0","initialYr","year0Z","initialYrZ","durationZ","abundCS"
"4090","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2012-11-26",15,1.77770835481755,1579.5558,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,1579.5558,0.1,0.282743339,2.715,2.573,50.9,47.82,22.9,19.82,-23.4356164383562,1.278
"4091","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2012-12-19",13,2.06716257573897,872.2921,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,872.2921,0.1,0.282743339,2.573,2.573,50.97,47.82,22.97,19.82,-23.4356164383562,-0.056
"4092","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-01-25",15,2.10588112049648,337.9145,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,337.9145,0.1,0.282743339,2.715,2.573,51.07,47.82,23.07,19.82,-23.4356164383562,-1.065
"4093","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-02-21",16,2.23385247914674,455.7916,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,455.7916,0.1,0.282743339,2.779,2.573,51.14,47.82,23.14,19.82,-23.4356164383562,-0.842
"4094","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-03-21",19,2.46370659271174,840.8585,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,840.8585,0.1,0.282743339,2.95,2.573,51.22,47.82,23.22,19.82,-23.4356164383562,-0.116
"4095","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-04-23",18,2.45939037751917,577.5982,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,577.5982,0.1,0.282743339,2.896,2.573,51.31,47.82,23.31,19.82,-23.4356164383562,-0.613
"4096","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-05-17",16,2.3959149299105,459.7208,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,459.7208,0.1,0.282743339,2.779,2.573,51.37,47.82,23.37,19.82,-23.4356164383562,-0.835
"4097","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-07-12",17,2.15503767332096,396.8528,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,396.8528,0.1,0.282743339,2.839,2.573,51.53,47.82,23.53,19.82,-23.4356164383562,-0.954
"4098","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-10-01",19,2.59455747978651,1131.6223,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,1131.6223,0.1,0.282743339,2.95,2.573,51.75,47.82,23.75,19.82,-23.4356164383562,0.433
"4099","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-10-17",20,2.39982907758375,821.2109,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,821.2109,0.1,0.282743339,3.001,2.573,51.79,47.82,23.79,19.82,-23.4356164383562,-0.153
"4100","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-11-22",12,1.98320965122454,998.0277,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,998.0277,0.1,0.282743339,2.493,2.573,51.89,47.82,23.89,19.82,-23.4356164383562,0.181
"4101","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2013-12-18",17,1.97862227852284,1610.9899,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,1610.9899,0.1,0.282743339,2.839,2.573,51.96,47.82,23.96,19.82,-23.4356164383562,1.338
"4102","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2014-01-22",13,2.26713450581442,785.849,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,785.849,0.1,0.282743339,2.573,2.573,52.06,47.82,24.06,19.82,-23.4356164383562,-0.22
"4103","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2014-02-27",18,1.68528332663985,2035.348,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,2035.348,0.1,0.282743339,2.896,2.573,52.16,47.82,24.16,19.82,-23.4356164383562,2.139
"4104","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2014-03-19",16,2.39214674086512,856.5751,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,856.5751,0.1,0.282743339,2.779,2.573,52.21,47.82,24.21,19.82,-23.4356164383562,-0.086
"4105","Rottnest Island","IMOS","IMOS","IMOS_Rottnest Island_S","S","gamma","2014-05-19",16,2.30884881286867,762.2731,47,"2009-10-26","2014-05-19",13,1.94154612467343,675.8297,4.56438356164384,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-32,115.417,1,"subtropical","2_unprotected",NA,NA,762.2731,0.1,0.282743339,2.779,2.573,52.38,47.82,24.38,19.82,-23.4356164383562,-0.264
"5120","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2009-09-09",11,1.97424949641666,444.3063,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,444.3063,0.1,0.282743339,2.407,2.407,47.69,47.69,19.69,19.69,-23.0520547945205,-0.619
"5121","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2009-11-23",17,2.37473773905035,1088.0977,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1088.0977,0.1,0.282743339,2.839,2.407,47.89,47.69,19.89,19.69,-23.0520547945205,0.139
"5122","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2009-12-15",17,2.1646591287793,305.5384,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,305.5384,0.1,0.282743339,2.839,2.407,47.95,47.69,19.95,19.69,-23.0520547945205,-0.783
"5123","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-01-19",10,1.67861638928293,455.6408,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,455.6408,0.1,0.282743339,2.313,2.407,48.05,47.69,20.05,19.69,-23.0520547945205,-0.606
"5124","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-02-24",14,2.03449142506925,884.0791,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,884.0791,0.1,0.282743339,2.646,2.407,48.15,47.69,20.15,19.69,-23.0520547945205,-0.101
"5125","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-04-13",18,2.01204049133238,890.8795,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,890.8795,0.1,0.282743339,2.896,2.407,48.28,47.69,20.28,19.69,-23.0520547945205,-0.093
"5126","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-05-21",10,1.65313938917064,856.8767,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,856.8767,0.1,0.282743339,2.313,2.407,48.38,47.69,20.38,19.69,-23.0520547945205,-0.133
"5127","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-07-29",14,1.93703481918724,193.6167,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,193.6167,0.1,0.282743339,2.646,2.407,48.57,47.69,20.57,19.69,-23.0520547945205,-0.915
"5128","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-08-17",11,1.53967596853819,184.977,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,184.977,0.1,0.282743339,2.407,2.407,48.62,47.69,20.62,19.69,-23.0520547945205,-0.925
"5129","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-09-09",15,1.65742579145022,334.5895,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,334.5895,0.1,0.282743339,2.715,2.407,48.69,47.69,20.69,19.69,-23.0520547945205,-0.749
"5130","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-11-01",18,2.09841321008921,180.8155,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,180.8155,0.1,0.282743339,2.896,2.407,48.83,47.69,20.83,19.69,-23.0520547945205,-0.93
"5131","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2010-12-08",15,1.41695474009703,777.9903,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,777.9903,0.1,0.282743339,2.715,2.407,48.93,47.69,20.93,19.69,-23.0520547945205,-0.226
"5132","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-01-18",16,1.86332094803066,2421.0172,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,2421.0172,0.1,0.282743339,2.779,2.407,49.05,47.69,21.05,19.69,-23.0520547945205,1.711
"5133","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-02-17",14,1.75114225387566,788.8711,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,788.8711,0.1,0.282743339,2.646,2.407,49.13,47.69,21.13,19.69,-23.0520547945205,-0.213
"5134","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-03-23",13,1.58596798834269,1700.1524,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1700.1524,0.1,0.282743339,2.573,2.407,49.22,47.69,21.22,19.69,-23.0520547945205,0.861
"5135","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-04-14",12,1.61622952218855,782.07,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,782.07,0.1,0.282743339,2.493,2.407,49.28,47.69,21.28,19.69,-23.0520547945205,-0.221
"5136","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-05-27",12,2.00378813671473,1149.3031,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1149.3031,0.1,0.282743339,2.493,2.407,49.4,47.69,21.4,19.69,-23.0520547945205,0.212
"5137","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-06-16",10,1.46190429228438,741.2664,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,741.2664,0.1,0.282743339,2.313,2.407,49.45,47.69,21.45,19.69,-23.0520547945205,-0.269
"5138","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-07-20",8,1.63310457652289,443.0114,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,443.0114,0.1,0.282743339,2.092,2.407,49.55,47.69,21.55,19.69,-23.0520547945205,-0.621
"5139","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-08-11",11,1.67899453177607,56.2185,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,56.2185,0.1,0.282743339,2.407,2.407,49.61,47.69,21.61,19.69,-23.0520547945205,-1.077
"5140","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-09-08",11,1.72833375860706,1224.1099,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1224.1099,0.1,0.282743339,2.407,2.407,49.68,47.69,21.68,19.69,-23.0520547945205,0.3
"5141","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-10-27",17,2.46299450579332,734.4665,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,734.4665,0.1,0.282743339,2.839,2.407,49.82,47.69,21.82,19.69,-23.0520547945205,-0.277
"5142","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2011-12-13",11,1.77034462992785,284.1147,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,284.1147,0.1,0.282743339,2.407,2.407,49.95,47.69,21.95,19.69,-23.0520547945205,-0.808
"5143","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-01-12",14,1.30436364379152,1134.7311,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1134.7311,0.1,0.282743339,2.646,2.407,50.03,47.69,22.03,19.69,-23.0520547945205,0.194
"5144","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-02-08",11,1.88475723180077,277.4648,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,277.4648,0.1,0.282743339,2.407,2.407,50.1,47.69,22.1,19.69,-23.0520547945205,-0.816
"5145","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-04-02",14,1.47171344992406,1618.5452,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1618.5452,0.1,0.282743339,2.646,2.407,50.25,47.69,22.25,19.69,-23.0520547945205,0.765
"5146","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-04-24",14,1.24216177950414,4039.5627,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,4039.5627,0.1,0.282743339,2.646,2.407,50.31,47.69,22.31,19.69,-23.0520547945205,3.618
"5147","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-06-04",13,1.89406813243498,125.5492,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,125.5492,0.1,0.282743339,2.573,2.407,50.42,47.69,22.42,19.69,-23.0520547945205,-0.995
"5148","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-06-15",12,1.49865615678129,485.7582,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,485.7582,0.1,0.282743339,2.493,2.407,50.45,47.69,22.45,19.69,-23.0520547945205,-0.571
"5149","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-07-26",11,0.884293563771695,547.9352,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,547.9352,0.1,0.282743339,2.407,2.407,50.57,47.69,22.57,19.69,-23.0520547945205,-0.497
"5150","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-08-15",11,1.42990334778798,28.4825,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,28.4825,0.1,0.282743339,2.407,2.407,50.62,47.69,22.62,19.69,-23.0520547945205,-1.11
"5151","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-09-18",16,1.97353953057106,76.1672,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,76.1672,0.1,0.282743339,2.779,2.407,50.71,47.69,22.71,19.69,-23.0520547945205,-1.053
"5152","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-10-26",14,2.03787077127703,213.0859,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,213.0859,0.1,0.282743339,2.646,2.407,50.82,47.69,22.82,19.69,-23.0520547945205,-0.892
"5153","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-11-29",5,0.947022989020627,562.1837,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,562.1837,0.1,0.282743339,1.629,2.407,50.91,47.69,22.91,19.69,-23.0520547945205,-0.48
"5154","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2012-12-19",13,1.39134075118073,2856.2566,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,2856.2566,0.1,0.282743339,2.573,2.407,50.97,47.69,22.97,19.69,-23.0520547945205,2.224
"5155","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2013-01-31",8,1.45232944539665,1237.7112,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1237.7112,0.1,0.282743339,2.092,2.407,51.08,47.69,23.08,19.69,-23.0520547945205,0.316
"5156","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2013-02-20",18,1.81263191769995,986.0884,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,986.0884,0.1,0.282743339,2.896,2.407,51.14,47.69,23.14,19.69,-23.0520547945205,0.019
"5157","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2013-04-16",13,1.85933183602586,999.6897,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,999.6897,0.1,0.282743339,2.573,2.407,51.29,47.69,23.29,19.69,-23.0520547945205,0.035
"5158","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2013-05-15",17,2.03045214725696,646.0577,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,646.0577,0.1,0.282743339,2.839,2.407,51.37,47.69,23.37,19.69,-23.0520547945205,-0.382
"5159","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2013-06-11",13,1.74387831046427,1781.76,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1781.76,0.1,0.282743339,2.573,2.407,51.44,47.69,23.44,19.69,-23.0520547945205,0.957
"5160","Yongala","IMOS","IMOS","IMOS_Yongala_S","S","gamma","2013-07-19",13,1.82620833090617,1400.9257,54,"2009-09-09","2014-08-20",11,1.97424949641666,444.3063,4.94794520547945,"Raw","Unpublished","pelagic","zooplankton","2",NA,"Abundance","individualsPer1m3",1,"no",NA,NA,"None","none",-19.306,147.26,1,"tropical","2_unprotected",NA,NA,1400.9257,0.1,0.282743339,2.573,2.407,51.55,47.69,23.55,19.69,-23.0520547945205,0.508
